Mesocosm,Organism,Length_mm,Treatment,Drymass_mg,Drymass_g
E5,Crangonyx.pseudogracilis,3.23,3,0.154216938,0.000154217
H11,Crangonyx.pseudogracilis,3.81,4,0.244800049,0.0002448
H9,Crangonyx.pseudogracilis,4.831,1,0.475684553,0.000475685
B11,Crangonyx.pseudogracilis,3.647,2,0.216610589,0.000216611
B11,Crangonyx.pseudogracilis,3.476,2,0.189375856,0.000189376
D10,Crangonyx.pseudogracilis,3.424,0,0.181555273,0.000181555
D10,Crangonyx.pseudogracilis,3.567,0,0.203576441,0.000203576
D10,Crangonyx.pseudogracilis,4.715,0,0.444411416,0.000444411
D10,Crangonyx.pseudogracilis,3.945,0,0.269850325,0.00026985
C3,Crangonyx.pseudogracilis,2.682,4,0.091666588,9.16666E-05
C3,Crangonyx.pseudogracilis,5.27,4,0.606749629,0.00060675
D4,Crangonyx.pseudogracilis,7.77,2,1.797965809,0.001797966
D4,Crangonyx.pseudogracilis,2.815,2,0.104960038,0.00010496
D4,Crangonyx.pseudogracilis,7.12,2,1.408064147,0.001408064
H9,Crangonyx.pseudogracilis,2.921,1,0.116396713,0.000116397
E10,Crangonyx.pseudogracilis,4.21,2,0.323686601,0.000323687
E10,Crangonyx.pseudogracilis,5.932,2,0.844890087,0.00084489
H9,Crangonyx.pseudogracilis,4.331,1,0.3503944,0.000350394
E7,Crangonyx.pseudogracilis,4.452,4,0.37847809,0.000378478
H9,Crangonyx.pseudogracilis,2.926,1,0.116955048,0.000116955
H9,Crangonyx.pseudogracilis,3.32,1,0.166543534,0.000166544
H9,Crangonyx.pseudogracilis,3.546,1,0.200240715,0.000200241
B4,Crangonyx.pseudogracilis,2.687,0,0.092145546,9.21455E-05
E10,Crangonyx.pseudogracilis,3.589,2,0.207109087,0.000207109
C3,Crangonyx.pseudogracilis,6.267,4,0.985272687,0.000985273
C3,Crangonyx.pseudogracilis,5.672,4,0.74531072,0.000745311
E5,Crangonyx.pseudogracilis,8.591,3,2.381429582,0.00238143
D4,Crangonyx.pseudogracilis,6.586,2,1.132105782,0.001132106
D4,Crangonyx.pseudogracilis,3.271,2,0.159756884,0.000159757
B8,Crangonyx.pseudogracilis,6.056,0,0.895239988,0.00089524
B4,Crangonyx.pseudogracilis,2.484,0,0.07396352,7.39635E-05
A9,Crangonyx.pseudogracilis,4.6,2,0.414743732,0.000414744
H9,Crangonyx.pseudogracilis,8.979,1,2.694730157,0.00269473
C5,Crangonyx.pseudogracilis,3.44,2,0.183939051,0.000183939
C5,Crangonyx.pseudogracilis,3.343,2,0.169791912,0.000169792
A9,Crangonyx.pseudogracilis,3.863,2,0.25444783,0.000254448
B4,Crangonyx.pseudogracilis,3.855,0,0.252976186,0.000252976
A6,Crangonyx.pseudogracilis,4.165,4,0.314098747,0.000314099
B4,Crangonyx.pseudogracilis,5.171,0,0.575393531,0.000575394
B4,Crangonyx.pseudogracilis,4.254,0,0.333241271,0.000333241
C5,Crangonyx.pseudogracilis,3.124,2,0.140470415,0.00014047
E7,Crangonyx.pseudogracilis,3.386,4,0.175973598,0.000175974
H9,Crangonyx.pseudogracilis,4.906,1,0.496637016,0.000496637
A6,Crangonyx.pseudogracilis,4.16,4,0.313044846,0.000313045
A9,Crangonyx.pseudogracilis,7.979,2,1.936579024,0.001936579
H1,Crangonyx.pseudogracilis,9.927,0,3.568455156,0.003568455
H1,Crangonyx.pseudogracilis,8.97,0,2.687179476,0.002687179
G3,Crangonyx.pseudogracilis,6.019,2,0.880019977,0.00088002
C2,Crangonyx.pseudogracilis,6.546,2,1.112972078,0.001112972
C2,Crangonyx.pseudogracilis,5.122,2,0.560267392,0.000560267
C5,Crangonyx.pseudogracilis,3.473,2,0.188918897,0.000188919
A6,Crangonyx.pseudogracilis,4.523,4,0.395609772,0.00039561
C5,Crangonyx.pseudogracilis,4.237,2,0.329528514,0.000329529
F5,Crangonyx.pseudogracilis,4.967,0,0.514108611,0.000514109
E7,Crangonyx.pseudogracilis,4.344,4,0.353345142,0.000353345
D4,Crangonyx.pseudogracilis,6.484,2,1.083727639,0.001083728
C3,Crangonyx.pseudogracilis,5.5,4,0.683782881,0.000683783
B11,Crangonyx.pseudogracilis,4.077,2,0.295880762,0.000295881
E5,Crangonyx.pseudogracilis,3.994,3,0.279333596,0.000279334
B11,Crangonyx.pseudogracilis,3.444,2,0.18453812,0.000184538
A9,Crangonyx.pseudogracilis,5.05,2,0.538508663,0.000538509
A9,Crangonyx.pseudogracilis,3.428,2,0.182149345,0.000182149
C3,Crangonyx.pseudogracilis,4.07,4,0.294461537,0.000294462
D4,Crangonyx.pseudogracilis,4.351,2,0.354940595,0.000354941
H9,Crangonyx.pseudogracilis,7.283,1,1.500125749,0.001500126
A9,Crangonyx.pseudogracilis,3.51,2,0.194604433,0.000194604
B6,Crangonyx.pseudogracilis,4.762,7,0.45691786,0.000456918
C2,Crangonyx.pseudogracilis,4.306,2,0.344764501,0.000344765
B6,Crangonyx.pseudogracilis,4.151,7,0.311153554,0.000311154
A9,Crangonyx.pseudogracilis,4.576,2,0.408717554,0.000408718
A9,Crangonyx.pseudogracilis,3.776,2,0.23873655,0.000238737
B11,Crangonyx.pseudogracilis,3.096,2,0.136976001,0.000136976
C3,Crangonyx.pseudogracilis,3.857,4,0.253343583,0.000253344
A9,Crangonyx.pseudogracilis,4.145,2,0.309896782,0.000309897
D10,Crangonyx.pseudogracilis,3.787,0,0.240687581,0.000240688
A9,Crangonyx.pseudogracilis,4.591,2,0.412477272,0.000412477
B4,Crangonyx.pseudogracilis,5.196,0,0.583210962,0.000583211
B4,Crangonyx.pseudogracilis,3.598,0,0.208565534,0.000208566
B4,Crangonyx.pseudogracilis,6.667,0,1.171496058,0.001171496
B4,Crangonyx.pseudogracilis,5.515,0,0.689013568,0.000689014
E7,Crangonyx.pseudogracilis,3.308,4,0.164864705,0.000164865
E7,Crangonyx.pseudogracilis,4.36,4,0.356998684,0.000356999
E7,Crangonyx.pseudogracilis,3.213,4,0.151956621,0.000151957
B11,Crangonyx.pseudogracilis,5.705,2,0.757507127,0.000757507
E10,Crangonyx.pseudogracilis,6.903,2,1.291253132,0.001291253
C3,Crangonyx.pseudogracilis,5.16,4,0.571975311,0.000571975
E7,Crangonyx.pseudogracilis,3.077,4,0.134636915,0.000134637
B4,Crangonyx.pseudogracilis,2.555,0,0.080031908,8.00319E-05
E7,Crangonyx.pseudogracilis,3.513,4,0.195070178,0.00019507
B4,Crangonyx.pseudogracilis,3.631,0,0.213962105,0.000213962
B4,Crangonyx.pseudogracilis,3.014,0,0.127065083,0.000127065
E7,Crangonyx.pseudogracilis,4.195,4,0.320470056,0.00032047
F5,Crangonyx.pseudogracilis,5.75,0,0.774344196,0.000774344
B4,Crangonyx.pseudogracilis,3.735,0,0.231554131,0.000231554
E7,Crangonyx.pseudogracilis,3.409,4,0.179338597,0.000179339
H11,Crangonyx.pseudogracilis,4.942,4,0.506901163,0.000506901
D10,Crangonyx.pseudogracilis,2.945,0,0.11909241,0.000119092
D10,Crangonyx.pseudogracilis,5.836,0,0.807186669,0.000807187
H9,Crangonyx.pseudogracilis,2.945,1,0.11909241,0.000119092
D10,Crangonyx.pseudogracilis,7.073,0,1.382211346,0.001382211
B8,Crangonyx.pseudogracilis,3.166,0,0.145818607,0.000145819
D10,Crangonyx.pseudogracilis,4.948,0,0.508624989,0.000508625
F5,Crangonyx.pseudogracilis,6.018,0,0.87961095,0.000879611
D10,Crangonyx.pseudogracilis,3.298,0,0.163474019,0.000163474
B8,Crangonyx.pseudogracilis,3.776,0,0.23873655,0.000238737
D4,Crangonyx.pseudogracilis,4.755,2,0.45504105,0.000455041
H10,Crangonyx.pseudogracilis,4.902,0,0.495504874,0.000495505
H9,Crangonyx.pseudogracilis,4.299,1,0.343198617,0.000343199
H9,Crangonyx.pseudogracilis,4.598,1,0.414239384,0.000414239
H9,Crangonyx.pseudogracilis,4.644,1,0.42593941,0.000425939
H9,Crangonyx.pseudogracilis,4.275,1,0.337864591,0.000337865
B8,Crangonyx.pseudogracilis,3.179,0,0.1475001,0.0001475
E9,Crangonyx.pseudogracilis,3.234,2,0.154751897,0.000154752
E10,Crangonyx.pseudogracilis,6.336,2,1.015926432,0.001015926
E10,Crangonyx.pseudogracilis,6.125,2,0.924072969,0.000924073
C3,Crangonyx.pseudogracilis,5.733,4,0.767955564,0.000767956
B11,Crangonyx.pseudogracilis,3.837,2,0.249685011,0.000249685
D4,Crangonyx.pseudogracilis,5.003,2,0.524602511,0.000524603
D10,Crangonyx.pseudogracilis,2.845,0,0.108119894,0.00010812
E10,Crangonyx.pseudogracilis,3.635,2,0.214622264,0.000214622
B8,Crangonyx.pseudogracilis,4.195,0,0.320470056,0.00032047
B8,Crangonyx.pseudogracilis,4.579,0,0.409467728,0.000409468
B8,Crangonyx.pseudogracilis,3.224,0,0.15341673,0.000153417
B8,Crangonyx.pseudogracilis,4.625,0,0.4210814,0.000421081
E5,Crangonyx.pseudogracilis,4.515,3,0.39365504,0.000393655
D10,Crangonyx.pseudogracilis,5.109,0,0.556297712,0.000556298
B11,Crangonyx.pseudogracilis,3.752,2,0.234515102,0.000234515
B8,Crangonyx.pseudogracilis,3.158,0,0.144789993,0.00014479
B8,Crangonyx.pseudogracilis,5.118,0,0.55904402,0.000559044
B8,Crangonyx.pseudogracilis,2.969,0,0.121827898,0.000121828
E7,Crangonyx.pseudogracilis,3.341,4,0.169507843,0.000169508
E7,Crangonyx.pseudogracilis,3.216,4,0.152353943,0.000152354
B8,Crangonyx.pseudogracilis,5.171,0,0.575393531,0.000575394
F5,Crangonyx.pseudogracilis,2.942,0,0.118753277,0.000118753
B8,Crangonyx.pseudogracilis,3.336,0,0.168799006,0.000168799
B8,Crangonyx.pseudogracilis,3.907,0,0.26264025,0.00026264
E7,Crangonyx.pseudogracilis,4.452,4,0.37847809,0.000378478
H9,Crangonyx.pseudogracilis,6.281,1,0.991443528,0.000991444
C5,Crangonyx.pseudogracilis,2.659,2,0.089483987,8.9484E-05
C5,Crangonyx.pseudogracilis,3.126,2,0.140722184,0.000140722
C5,Crangonyx.pseudogracilis,3.735,2,0.231554131,0.000231554
E7,Crangonyx.pseudogracilis,4.481,4,0.385416685,0.000385417
E7,Crangonyx.pseudogracilis,3.525,4,0.19694032,0.00019694
B8,Crangonyx.pseudogracilis,2.636,0,0.087335068,8.73351E-05
E7,Crangonyx.pseudogracilis,4.043,4,0.289028379,0.000289028
E7,Crangonyx.pseudogracilis,4.01,4,0.282475882,0.000282476
C5,Crangonyx.pseudogracilis,4.889,2,0.49183687,0.000491837
B4,Crangonyx.pseudogracilis,3.588,0,0.206947665,0.000206948
A6,Crangonyx.pseudogracilis,2.87,4,0.110799287,0.000110799
C7,Crangonyx.pseudogracilis,4.345,2,0.353572781,0.000353573
B4,Crangonyx.pseudogracilis,4.203,0,0.322182978,0.000322183
B8,Crangonyx.pseudogracilis,3.5,0,0.193057113,0.000193057
B8,Crangonyx.pseudogracilis,2.659,0,0.089483987,8.9484E-05
D10,Crangonyx.pseudogracilis,4.607,0,0.416512055,0.000416512
B4,Crangonyx.pseudogracilis,2.768,0,0.100129979,0.00010013
B4,Crangonyx.pseudogracilis,3.624,0,0.21280997,0.00021281
H1,Crangonyx.pseudogracilis,10.264,0,3.917846228,0.003917846
B8,Crangonyx.pseudogracilis,2.881,0,0.111991601,0.000111992
H9,Crangonyx.pseudogracilis,4.294,1,0.342082932,0.000342083
B11,Crangonyx.pseudogracilis,2.607,2,0.08467321,8.46732E-05
H9,Crangonyx.pseudogracilis,2.011,1,0.040957213,4.09572E-05
A9,Crangonyx.pseudogracilis,5.621,2,0.72671116,0.000726711
B6,Crangonyx.pseudogracilis,4.516,7,0.393899041,0.000393899
G11,Crangonyx.pseudogracilis,6.535,5,1.107747005,0.001107747
H11,Crangonyx.pseudogracilis,4.626,4,0.421336193,0.000421336
A9,Crangonyx.pseudogracilis,4.572,2,0.407718696,0.000407719
H11,Crangonyx.pseudogracilis,4.354,4,0.355625775,0.000355626
A9,Crangonyx.pseudogracilis,7.953,2,1.918974073,0.001918974
B4,Crangonyx.pseudogracilis,4.029,0,0.286236737,0.000286237
F5,Crangonyx.pseudogracilis,3.793,0,0.241756084,0.000241756
D10,Crangonyx.pseudogracilis,6.579,0,1.128742247,0.001128742
B11,Crangonyx.pseudogracilis,5.776,2,0.784180937,0.000784181
B11,Crangonyx.pseudogracilis,3.495,2,0.192286426,0.000192286
C3,Crangonyx.pseudogracilis,3.859,4,0.253711322,0.000253711
D10,Crangonyx.pseudogracilis,6.411,0,1.049933377,0.001049933
D10,Crangonyx.pseudogracilis,4.439,0,0.375393937,0.000375394
B11,Crangonyx.pseudogracilis,3.681,2,0.22230835,0.000222308
B8,Crangonyx.pseudogracilis,2.263,0,0.056988969,5.6989E-05
B6,Crangonyx.pseudogracilis,4.3,7,0.343422035,0.000343422
H11,Crangonyx.pseudogracilis,3.895,4,0.260389398,0.000260389
B11,Crangonyx.pseudogracilis,3.244,2,0.156094508,0.000156095
D10,Crangonyx.pseudogracilis,5.415,0,0.654623983,0.000654624
D10,Crangonyx.pseudogracilis,3.252,0,0.157173969,0.000157174
H9,Crangonyx.pseudogracilis,6.487,1,1.085131185,0.001085131
D10,Crangonyx.pseudogracilis,3.421,0,0.181110538,0.000181111
D10,Crangonyx.pseudogracilis,3.238,0,0.155288047,0.000155288
D10,Crangonyx.pseudogracilis,3.449,0,0.185288718,0.000185289
D4,Crangonyx.pseudogracilis,5.71,2,0.759366177,0.000759366
F5,Crangonyx.pseudogracilis,3.658,0,0.218443584,0.000218444
F5,Crangonyx.pseudogracilis,4.704,0,0.441516522,0.000441517
F5,Crangonyx.pseudogracilis,5.638,0,0.732877466,0.000732877
F5,Crangonyx.pseudogracilis,3.137,0,0.142112095,0.000142112
F5,Crangonyx.pseudogracilis,3.241,0,0.155690942,0.000155691
B8,Crangonyx.pseudogracilis,2.701,0,0.093495176,9.34952E-05
D10,Crangonyx.pseudogracilis,6.024,0,0.882066941,0.000882067
D10,Crangonyx.pseudogracilis,3.216,0,0.152353943,0.000152354
F5,Crangonyx.pseudogracilis,6.246,0,0.976062793,0.000976063
F5,Crangonyx.pseudogracilis,7.794,0,1.813547861,0.001813548
F5,Crangonyx.pseudogracilis,4.239,0,0.329963923,0.000329964
F5,Crangonyx.pseudogracilis,3.156,0,0.14453357,0.000144534
B8,Crangonyx.pseudogracilis,7,0,1.342665204,0.001342665
B4,Crangonyx.pseudogracilis,3.194,0,0.149455706,0.000149456
E5,Crangonyx.pseudogracilis,7.441,3,1.592970775,0.001592971
F5,Crangonyx.pseudogracilis,5.405,0,0.651247069,0.000651247
F5,Crangonyx.pseudogracilis,4.02,0,0.284451295,0.000284451
F5,Crangonyx.pseudogracilis,4.007,0,0.281884982,0.000281885
F5,Crangonyx.pseudogracilis,4.819,0,0.472385869,0.000472386
F5,Crangonyx.pseudogracilis,4.28,0,0.338971421,0.000338971
F5,Crangonyx.pseudogracilis,3.954,0,0.271576387,0.000271576
B4,Crangonyx.pseudogracilis,4.441,0,0.375867367,0.000375867
B11,Crangonyx.pseudogracilis,3.832,2,0.248775707,0.000248776
F5,Crangonyx.pseudogracilis,3.145,0,0.143128459,0.000143128
E5,Crangonyx.pseudogracilis,4.128,3,0.306353656,0.000306354
A6,Crangonyx.pseudogracilis,5.485,4,0.67857778,0.000678578
A6,Crangonyx.pseudogracilis,3.47,4,0.188462648,0.000188463
A6,Crangonyx.pseudogracilis,3.768,4,0.237324022,0.000237324
A6,Crangonyx.pseudogracilis,5.078,4,0.546904609,0.000546905
A6,Crangonyx.pseudogracilis,5.19,4,0.581328594,0.000581329
A6,Crangonyx.pseudogracilis,4.38,4,0.361599632,0.0003616
A6,Crangonyx.pseudogracilis,3.281,4,0.161127197,0.000161127
A6,Crangonyx.pseudogracilis,4.274,4,0.337643504,0.000337644
B8,Crangonyx.pseudogracilis,6.764,0,1.219812524,0.001219813
F5,Crangonyx.pseudogracilis,3.364,0,0.172793129,0.000172793
F5,Crangonyx.pseudogracilis,3.871,0,0.255924964,0.000255925
A6,Crangonyx.pseudogracilis,4.12,4,0.304695352,0.000304695
C5,Crangonyx.pseudogracilis,3.121,2,0.140093306,0.000140093
A6,Crangonyx.pseudogracilis,7.7,4,1.753010298,0.00175301
E7,Crangonyx.pseudogracilis,3.595,4,0.208079323,0.000208079
B4,Crangonyx.pseudogracilis,3.763,0,0.236443926,0.000236444
A6,Crangonyx.pseudogracilis,4.348,4,0.354256264,0.000354256
H11,Crangonyx.pseudogracilis,3.439,4,0.183789479,0.000183789
H11,Crangonyx.pseudogracilis,4.289,4,0.340969581,0.00034097
D10,Crangonyx.pseudogracilis,3.017,0,0.127419277,0.000127419
D10,Crangonyx.pseudogracilis,3.985,0,0.277575975,0.000277576
F5,Crangonyx.pseudogracilis,3.287,0,0.161952997,0.000161953
B8,Crangonyx.pseudogracilis,2.987,0,0.123905781,0.000123906
F5,Crangonyx.pseudogracilis,5.978,0,0.863349926,0.00086335
G11,Crangonyx.pseudogracilis,6.734,5,1.204735161,0.001204735
C3,Crangonyx.pseudogracilis,4.561,4,0.404979929,0.00040498
C3,Crangonyx.pseudogracilis,4.729,4,0.448113429,0.000448113
H11,Crangonyx.pseudogracilis,5.291,4,0.61353886,0.000613539
B4,Crangonyx.pseudogracilis,3.599,0,0.208727766,0.000208728
E7,Crangonyx.pseudogracilis,3.007,4,0.126241094,0.000126241
D4,Crangonyx.pseudogracilis,3.716,2,0.228273365,0.000228273
D10,Crangonyx.pseudogracilis,6.713,0,1.194252604,0.001194253
G11,Crangonyx.pseudogracilis,5.667,5,0.743473866,0.000743474
G11,Crangonyx.pseudogracilis,3.978,5,0.276213861,0.000276214
F5,Crangonyx.pseudogracilis,4.469,0,0.382535717,0.000382536
F5,Crangonyx.pseudogracilis,5.178,0,0.57757558,0.000577576
F5,Crangonyx.pseudogracilis,3.591,0,0.207432175,0.000207432
H11,Crangonyx.pseudogracilis,3.828,4,0.248049797,0.00024805
B4,Crangonyx.pseudogracilis,2.849,0,0.108545767,0.000108546
F5,Crangonyx.pseudogracilis,4.094,0,0.299345732,0.000299346
F5,Crangonyx.pseudogracilis,4.649,0,0.42722379,0.000427224
H9,Crangonyx.pseudogracilis,4.81,1,0.469921529,0.000469922
G3,Crangonyx.pseudogracilis,6.988,2,1.336234935,0.001336235
D10,Crangonyx.pseudogracilis,4.068,0,0.29405685,0.000294057
H9,Crangonyx.pseudogracilis,5.492,1,0.681003646,0.000681004
F5,Crangonyx.pseudogracilis,4.548,0,0.401758482,0.000401758
G3,Crangonyx.pseudogracilis,4.554,2,0.403243249,0.000403243
D4,Crangonyx.pseudogracilis,3.503,2,0.193520475,0.00019352
F5,Crangonyx.pseudogracilis,7.463,0,1.60618375,0.001606184
H9,Crangonyx.pseudogracilis,5.224,1,0.592047134,0.000592047
F5,Crangonyx.pseudogracilis,4.083,0,0.297100733,0.000297101
F5,Crangonyx.pseudogracilis,5.963,0,0.857302233,0.000857302
F5,Crangonyx.pseudogracilis,5.494,0,0.681697773,0.000681698
F5,Crangonyx.pseudogracilis,3.335,0,0.168657467,0.000168657
F5,Crangonyx.pseudogracilis,4.222,0,0.326274718,0.000326275
F5,Crangonyx.pseudogracilis,6.529,0,1.104903621,0.001104904
D10,Crangonyx.pseudogracilis,7.159,0,1.429750734,0.001429751
E7,Crangonyx.pseudogracilis,2.963,4,0.121140282,0.00012114
E7,Crangonyx.pseudogracilis,3.616,4,0.211498135,0.000211498
C3,Crangonyx.pseudogracilis,3.957,4,0.272153314,0.000272153
D10,Crangonyx.pseudogracilis,3.853,0,0.252609131,0.000252609
D10,Crangonyx.pseudogracilis,3.78,0,0.239444835,0.000239445
F5,Crangonyx.pseudogracilis,4.151,0,0.311153554,0.000311154
C5,Crangonyx.pseudogracilis,3.244,2,0.156094508,0.000156095
F5,Crangonyx.pseudogracilis,3.418,0,0.180666503,0.000180667
F5,Crangonyx.pseudogracilis,4.693,0,0.438633774,0.000438634
C5,Crangonyx.pseudogracilis,3.648,2,0.216776815,0.000216777
F5,Crangonyx.pseudogracilis,4.354,0,0.355625775,0.000355626
F5,Crangonyx.pseudogracilis,3.85,0,0.252059192,0.000252059
F5,Crangonyx.pseudogracilis,5.097,0,0.552649477,0.000552649
F5,Crangonyx.pseudogracilis,5.493,0,0.681350653,0.000681351
F5,Crangonyx.pseudogracilis,3.9,0,0.26132574,0.000261326
E7,Crangonyx.pseudogracilis,3.713,4,0.227758097,0.000227758
A9,Crangonyx.pseudogracilis,6.874,2,1.276132229,0.001276132
A9,Crangonyx.pseudogracilis,6.408,2,1.048559265,0.001048559
C5,Crangonyx.pseudogracilis,3.771,2,0.237853089,0.000237853
C5,Crangonyx.pseudogracilis,4.738,2,0.450503725,0.000450504
F5,Crangonyx.pseudogracilis,3.6,0,0.20889008,0.00020889
G3,Crangonyx.pseudogracilis,4.956,2,0.510929277,0.000510929
B8,Crangonyx.pseudogracilis,4.012,0,0.282870257,0.00028287
B8,Crangonyx.pseudogracilis,4.264,0,0.335437747,0.000335438
B8,Crangonyx.pseudogracilis,4.988,0,0.520213491,0.000520213
C5,Crangonyx.pseudogracilis,3.309,2,0.16500419,0.000165004
C5,Crangonyx.pseudogracilis,3.045,2,0.130755714,0.000130756
G3,Crangonyx.pseudogracilis,3.879,2,0.257407598,0.000257408
B8,Crangonyx.pseudogracilis,3.049,0,0.131236878,0.000131237
C5,Crangonyx.pseudogracilis,3.52,2,0.196159701,0.00019616
B8,Crangonyx.pseudogracilis,2.46,0,0.071981327,7.19813E-05
D10,Crangonyx.pseudogracilis,4.942,0,0.506901163,0.000506901
D10,Crangonyx.pseudogracilis,5.788,0,0.788747915,0.000788748
A6,Crangonyx.pseudogracilis,7.066,4,1.378387238,0.001378387
F5,Crangonyx.pseudogracilis,4.364,0,0.357915846,0.000357916
C7,Crangonyx.pseudogracilis,3.225,2,0.153549912,0.00015355
B4,Crangonyx.pseudogracilis,4.438,0,0.375157366,0.000375157
F5,Crangonyx.pseudogracilis,4.198,0,0.321111714,0.000321112
D10,Crangonyx.pseudogracilis,3.979,0,0.276408185,0.000276408
B4,Crangonyx.pseudogracilis,4.1,0,0.300574857,0.000300575
B4,Crangonyx.pseudogracilis,3.538,0,0.198979265,0.000198979
D10,Crangonyx.pseudogracilis,3.607,0,0.210028545,0.000210029
F5,Crangonyx.pseudogracilis,4.421,0,0.371150303,0.00037115
D10,Crangonyx.pseudogracilis,4.902,0,0.495504874,0.000495505
G11,Crangonyx.pseudogracilis,6.375,5,1.033520243,0.00103352
F6,Crangonyx.pseudogracilis,3.397,5,0.177577836,0.000177578
F6,Crangonyx.pseudogracilis,3.511,5,0.194759602,0.00019476
G11,Crangonyx.pseudogracilis,3.606,5,0.209865664,0.000209866
A9,Crangonyx.pseudogracilis,3.248,2,0.156633641,0.000156634
G11,Crangonyx.pseudogracilis,6.73,5,1.202733944,0.001202734
G11,Crangonyx.pseudogracilis,6.44,5,1.063276156,0.001063276
H11,Crangonyx.pseudogracilis,4.325,4,0.349037877,0.000349038
D10,Crangonyx.pseudogracilis,6.757,0,1.216283691,0.001216284
G11,Crangonyx.pseudogracilis,4.718,5,0.445203044,0.000445203
D10,Crangonyx.pseudogracilis,3.27,0,0.159620266,0.00015962
D4,Crangonyx.pseudogracilis,5.072,2,0.545098448,0.000545098
B4,Crangonyx.pseudogracilis,4.815,0,0.471289584,0.00047129
H9,Crangonyx.pseudogracilis,7.118,1,1.406957751,0.001406958
D10,Crangonyx.pseudogracilis,6.613,0,1.145139736,0.00114514
D10,Crangonyx.pseudogracilis,3.383,0,0.175537702,0.000175538
D10,Crangonyx.pseudogracilis,2.941,0,0.118640371,0.00011864
G3,Crangonyx.pseudogracilis,5.509,2,0.686918219,0.000686918
G3,Crangonyx.pseudogracilis,6.519,2,1.100175079,0.001100175
D10,Crangonyx.pseudogracilis,4.15,0,0.310943865,0.000310944
D10,Crangonyx.pseudogracilis,6.918,0,1.299119252,0.001299119
G3,Crangonyx.pseudogracilis,2.607,2,0.08467321,8.46732E-05
G3,Crangonyx.pseudogracilis,3.642,2,0.215780688,0.000215781
G3,Crangonyx.pseudogracilis,5.174,2,0.576328045,0.000576328
D10,Crangonyx.pseudogracilis,2.639,0,0.08761346,8.76135E-05
G3,Crangonyx.pseudogracilis,4.694,2,0.438895341,0.000438895
D10,Crangonyx.pseudogracilis,4.758,0,0.455844789,0.000455845
D10,Crangonyx.pseudogracilis,6.304,0,1.001635154,0.001001635
D10,Crangonyx.pseudogracilis,2.932,0,0.117627318,0.000117627
D10,Crangonyx.pseudogracilis,3.452,0,0.185740017,0.00018574
D10,Crangonyx.pseudogracilis,3.302,0,0.164029385,0.000164029
A6,Crangonyx.pseudogracilis,3.855,4,0.252976186,0.000252976
D10,Crangonyx.pseudogracilis,5.559,0,0.704505053,0.000704505
D10,Crangonyx.pseudogracilis,7.444,0,1.594768416,0.001594768
D10,Crangonyx.pseudogracilis,4.253,0,0.333022134,0.000333022
D10,Crangonyx.pseudogracilis,2.513,0,0.076405039,7.6405E-05
D10,Crangonyx.pseudogracilis,3.541,0,0.199451709,0.000199452
D10,Crangonyx.pseudogracilis,1.696,0,0.025428277,2.54283E-05
F5,Crangonyx.pseudogracilis,4.29,0,0.341192065,0.000341192
E10,Crangonyx.pseudogracilis,3.47,2,0.188462648,0.000188463
G3,Crangonyx.pseudogracilis,4.155,2,0.311993219,0.000311993
G3,Crangonyx.pseudogracilis,4.774,2,0.460146809,0.000460147
G11,Crangonyx.pseudogracilis,5.821,5,0.801395134,0.000801395
G3,Crangonyx.pseudogracilis,4.942,2,0.506901163,0.000506901
G3,Crangonyx.pseudogracilis,2.928,2,0.117178863,0.000117179
G3,Crangonyx.pseudogracilis,4.445,2,0.376815377,0.000376815
B8,Crangonyx.pseudogracilis,4.895,0,0.493527619,0.000493528
B8,Crangonyx.pseudogracilis,2.426,0,0.069232158,6.92322E-05
B8,Crangonyx.pseudogracilis,2.745,0,0.097819381,9.78194E-05
H9,Crangonyx.pseudogracilis,4.653,1,0.428253084,0.000428253
F5,Crangonyx.pseudogracilis,3.871,0,0.255924964,0.000255925
A9,Crangonyx.pseudogracilis,5.976,2,0.862541988,0.000862542
G3,Crangonyx.pseudogracilis,3.499,2,0.192902817,0.000192903
A6,Crangonyx.pseudogracilis,4.012,4,0.282870257,0.00028287
D10,Crangonyx.pseudogracilis,3.627,0,0.213303253,0.000213303
G3,Crangonyx.pseudogracilis,4.503,2,0.390734596,0.000390735
D10,Crangonyx.pseudogracilis,4.056,0,0.291636228,0.000291636
D10,Crangonyx.pseudogracilis,3.461,0,0.18709815,0.000187098
G11,Crangonyx.pseudogracilis,2.602,5,0.084219609,8.42196E-05
F5,Crangonyx.pseudogracilis,5.081,0,0.547809129,0.000547809
F5,Crangonyx.pseudogracilis,3.553,0,0.20134869,0.000201349
G11,Crangonyx.pseudogracilis,5.22,5,0.590779593,0.00059078
F5,Crangonyx.pseudogracilis,3.997,0,0.279921054,0.000279921
G11,Crangonyx.pseudogracilis,5.738,5,0.769831043,0.000769831
G11,Crangonyx.pseudogracilis,3.776,5,0.23873655,0.000238737
G11,Crangonyx.pseudogracilis,5.965,5,0.858107014,0.000858107
E7,Crangonyx.pseudogracilis,3.662,4,0.219112591,0.000219113
B4,Crangonyx.pseudogracilis,3.989,0,0.278356259,0.000278356
G11,Crangonyx.pseudogracilis,6.094,5,0.911046351,0.000911046
G3,Crangonyx.pseudogracilis,3.741,2,0.23259642,0.000232596
G11,Crangonyx.pseudogracilis,4.952,5,0.509776296,0.000509776
G11,Crangonyx.pseudogracilis,6.798,5,1.237046157,0.001237046
